Competitor product name,Competitor product brand,Competitor product EAN,Company product number,Company product name,Company product EAN,Company product code,Matching status,Matching score,,,,,,,,,,
"Absperrventil mit Entleerung 1/2""",,"4007111029704,2001393813008,4007111919104,4007111073783,4002071811710",5469486,Absperrventil mit Entleerung,4007111029704,5469486,AUTO,1,,,,,,,,,,
Absperrventil ohne Entleerung 15mm,,"4007111917704,2001393517005,4007111029605,4007111073677,4002071811659",5486635,ABSPERRVENTIL O.E. 15 MM,4007111029605,5486635,AUTO,1,,,,,,,,,,
Abstandshalter Sinus 76/18 Pack 20 Stück,Gutta,"4003412019246,2000227554001,2007000928493,2007001256878,4014677003895",3400051,Abstandhalter für Sinuswellenprofil,4004708520019,3400051,VALIDATED,595,,,,,,,,,,
Abstandshalter Trapez 70/18 Pack 20 Stück,Gutta,"4003412019253,2000227576003,2007000928615,2007001256885,4014677003901",3400052,Abstandhalter für Trapezwellenprofil,4004708520149,3400052,VALIDATED,607,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 10/100 M10 B,Fischer Befestigungssysteme,4048962114768,1680592,Befestigung in WDVS Thermax 10/100 M10 B,4048962114768,1680592,AUTO,1,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 10/120 M10 B,Fischer Befestigungssysteme,4048962114775,1680593,Befestigung in WDVS Thermax 10/120 M10 B,4048962114775,1680593,AUTO,1,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 10/160 M10 B,Fischer Befestigungssysteme,4048962114782,1680594,Befestigung in WDVS Thermax 10/160 M10 B,4048962114782,1680594,AUTO,1,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 10/180 M10 B,Fischer Befestigungssysteme,4048962143270,1680595,Befestigung in WDVS Thermax 10/180 M10 B,4048962143270,1680595,AUTO,1,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 8/100 M6 B,Fischer Befestigungssysteme,4006209456811,1552090,Dübel für Wärme-DämmVERBUNDSYSTEM8/100,4006209456811,1552090,AUTO,0,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 8/120 M6 B,Fischer Befestigungssysteme,4006209456828,1552166,Dübel für Wärme-DämmVerbundsystem8/120,4006209456828,1552166,AUTO,1,,,,,,,,,,
Abstandsmontagesystem fischer Thermax 8/140 M6 B,Fischer Befestigungssysteme,4006209456835,1680572,Abstansmontagesystem Thermax 8/140 M6 B 12 - 14 cm,4006209456835,1680572,AUTO,1,,,,,,,,,,
"Abstandsmontagesystem Tox Thermo Proof, 2 St.",Tox Dübel,4049563013641,1550157,Schwerlastmontageset Thermo Proof 8-tlg.,4049563013641,1550157,AUTO,0,,,,,,,,,,
"Abstellraum Profilschalung SKAN HOLZ 573 x 317 x 200 cm, natur",Skanholz,4018211324071,4280576,"Abstellraum C6 573x317 cm,Profilsch",4018211324071,4280576,AUTO,1,,,,,,,,,,
Abstreifgitter 26 x 28 cm,,"4013307308461,2007005881441,2007005881458",8301253,Abstreifgitter 27x29Kunststoff schwarz,4013307308461,8301253,AUTO,1,,,,,,,,,,
Ab- und Überlaufgarnitur für Eckbadewannen chrom mit Wassereinlauf,OTTOFOND,4005489100100,5050002,Ab- u. Überlaufgarn.EW m. Wassereinlauf,4005489100100,5050002,AUTO,1,,,,,,,,,,
Ab- und Überlaufgarnitur für Eckbadewannen verchromt,OTTOFOND,4005489099404,5053862,"Ablaufgarnitur für Eckwanne Chrom á 38,1 mm (1 1/2"")",4005489099404,5053862,AUTO,0,,,,,,,,,,
Ab-und Überlaufgarnitur für Körperformwannen chrom,OTTOFOND,4005489098001,5050221,"Ab- und Ãœberlaufgarnitur für Körperformwanne á 38,1 mm (1 1/2"")",4005489098001,5050221,AUTO,0,,,,,,,,,,
"Ab- und Überlaufgarnitur Standard 1 1/2""",,"4007111812146,2001391613006,4007111027403,4007111072793,4002071819174",5478253,AB-U. UEBERLAUFGARN.1ST,4007111812146,5478253,AUTO,1,,,,,,,,,,
Abus Fenstergriff FG110 weiß abschließbar,Abus,4003318592218,460026,Abschliessbarer Fenstergriff Ecoline FG110 weiss,4003318592218,460026,AUTO,0,,,,,,,,,,
Abus Fenstergriff FG210 silber abschließbar,Abus,4003318594861,460030,Fenstergriff FG210 S B/SB,4003318594861,460030,AUTO,1,,,,,,,,,,
Abus Fenstergriff FG210 weiß abschließbar,Abus,4003318594878,460032,Fenstergriff FG210 W B/SB,4003318594878,460032,AUTO,1,,,,,,,,,,
Abus Fenstergriff FG300A W mit Alarmton silber DIN links,Abus,4003318568176,450146,FG300A S L Alarmfenstergriff,4003318568176,450146,AUTO,0,,,,,,,,,,
Abus Fenstergriff FG300A W mit Alarmton silber DIN rechts,Abus,4003318568121,450147,FG300A S R Alarmfenstergriff,4003318568121,450147,AUTO,0,,,,,,,,,,
Abus Fenstergriff FG300A W mit Alarmton weiß DIN links,Abus,4003318568077,450139,Alarmfenstergriff FG300A W DINL B/SB,4003318568077,450139,AUTO,0,,,,,,,,,,
Abus Fenstergriff FG300A W mit Alarmton weiß DIN rechts,Abus,4003318568022,450140,Alarmfenstergriff FG300A W DINR B/SB,4003318568022,450140,AUTO,0,,,,,,,,,,
Abus Rollladensicherung 2er,Abus,"4003318081873,2003133037002,4003318336898",470250,ROLLADENSICHERUNG RS 97 SB,4003318081873,470250,AUTO,1,,,,,,,,,,
Abus Smartvest Funk Rauch und Hitze Melder,Abus,4003318388316,9450393,Smartvest FURM35000AF.-Rauch-Hitzemelder,4003318388316,9450393,AUTO,1,,,,,,,,,,
Abus Smartvest Funk Sirene,Abus,4003318388323,9450394,Smartvest FUSG35000AFunk-Aussensirene,4003318388323,9450394,AUTO,1,,,,,,,,,,
Abus Smartvest Funk Steckdose,Abus,4003318388330,9450390,Smartvest FUHA35000AFunk-Steckdose,4003318388330,9450390,AUTO,1,,,,,,,,,,
Abziehlippen 280 mm für Fensterreiniger Kärcher 2er Pack,KÄRCHER,4039784518735,1750163,2 Abziehlippen 280mm,4039784518735,1750163,AUTO,0,,,,,,,,,,
"Acetylen 2.0, 10 L Füllung",Global Gas,"4036993000020,2",8930240,Acetylen Füllung 10l,4260020514239,8930240,VALIDATED,723,,,,,,,,,,
"Acetylen 2.0, 20 L Füllung",Global Gas,"4036993000044,2",1300189,Acetylen 20L Gasfüllung,4260069330166,1300189,VALIDATED,754,,,,,,,,,,
Achse mit Tüllen Eheim 1046/48,EHEIM,"4011708743096,2",2764553,Eheim Achse 2222/27,4011708743096,2764553,AUTO,1,,,,,,,,,,
"Achse mit Tüllen Eheim 2006, 2008",EHEIM,"4011708742822,2003778732003,720686742826",2764608,Eheim Achse mit Tülle 2006,4011708742822,2764608,AUTO,1,,,,,,,,,,
Achse mit Tüllen Eheim 2026/2028/2126/,EHEIM,"4011708743898,2007000675656,2002906161005",2769679,Eheim Achse mit Tülle,4011708743898,2769679,AUTO,1,,,,,,,,,,
Achse mit Tüllen Eheim 2211/13,EHEIM,"4011708741962,2007001010838,2003778709005",2764542,Eheim Achse 2011/2013,4011708741962,2764542,AUTO,1,,,,,,,,,,
Achtkantwelle Maxi Ø 60 mm Länge 2000 mm,A.Schellenberg,"4003971860204,2",62447,Achtkantwelle Stahl verzinkt á 6 x 200 cm,4003971860204,62447,AUTO,1,,,,,,,,,,
Achtkantwelle Mini Schellenberg Ø 40 mm L 2000 mm 86120,A.Schellenberg,4003971861201,62470,Achtkantwelle Stahl verzinkt á 4 x 200 cm,4003971861201,62470,AUTO,1,,,,,,,,,,
Acryl-Buntlack seidenmatt weiß 2 l,,4306517158651,8100220,Weisslack glänzend 2l B1,4004014601037,8100220,VALIDATED,0,,,,,,,,,,
Acrylfarbe gold 200 ml,The Wall,4250101355806,4638480,Acrylfarbe 200ml Gold,3013641742281,4638480,VALIDATED,968,,,,,,,,,,
Acrylfarbe titanweiss 200 ml,The Wall,4250101321474,4613829,Acrylfarbe 200ml Titanweiss,3013641742274,4613829,VALIDATED,977,,,,,,,,,,
Acrylfarbe ultramarinblau 200 ml,The Wall,4250101321412,4639602,Acrylfarbe 200ml Ultramarinblau,3013641742168,4639602,VALIDATED,"0,98",,,,,,,,,,
Acrylfarbe zinnoberrot 200 ml,The Wall,4250101355448,4637501,Acrylfarbe 200ml Zinoberrot,3013641742090,4637501,VALIDATED,952,,,,,,,,,,
Acrylgriff klar/blau ohne Oberteil,,"4006596245647,2001393073006,4004624871806,4007111615686,4007111126854,4007111126847,4002071822501,4007111113670",5487383,"Ventiloberteil Acrylgriff 1/2""",4004624871110,5487383,VALIDATED,704,,,,,,,,,,
Acryl Lugato Riss- und Fugen zu Braun 310 ml,Lugato,"2000243834002,4009071521649,4009071021644,4009071021712",2351316,"ACRYLKART. RISS UND FUGEN,BRAUN, 310ML",4009071021644,2351316,AUTO,1,,,,,,,,,,
Acryl Lugato Riss- und Fugen zu Grau 310 ml,Lugato,"4009071021620,4009071521625,2000243845008,4009071021729",2351305,"ACRYLKART. RISS UND FUGEN,GRAU, 310ML",4009071021620,2351305,AUTO,0,,,,,,,,,,
Acryl Lugato Riss- und Fugen zu Schwarz 310 ml,Lugato,"2000243856004,4009071521632,4009071021637,4009071021736",2351327,ACRYLKART. RISS U FUGEN ZU 310ML SCHWARZ,4009071021637,2351327,VALIDATED,849,,,,,,,,,,
Acryl Lugato Riss- und Fugen zu Weiss 310 ml,Lugato,"4009071021743,2000243867000,4009071521618,4009071021613",2351294,"ACRYLKART.RISS UND FUGEN, WEISS,310ML",4009071021613,2351294,AUTO,1,,,,,,,,,,
"Acryl-Tiefengrund 10,0 l",,"4003498008257,2005081143002,2007000753927,2007000753934",3350021,Tiefgrund 10 L b1,4004014708910,3350021,VALIDATED,0,,,,,,,,,,
"Acryl Vorstreichfarbe weiß 2,0 l",,"4001044140901,2007001110118,2000504892000,4306517031329",8100221,Vorstreichfarbe Acrylatbasis weiss 2 l,4004014601952,8100221,VALIDATED,761,,,,,,,,,,
Acryl weiß 300ml,,4306517132347,2360030,Acryl 310ml weiss B1,4015000430012,2360030,VALIDATED,801,,,,,,,,,,
"Acryl Zement-und Bodenfarbe 5,0 l",,4003498718729,8100229,AC Zementfarbe grau 5l B1,4004014601617,8100229,VALIDATED,545,,,,,,,,,,
Adapter 2x F-Stecker silber Schwaiger UEST9310531,,4004005504811,9400366,F-Adapter F-St./DIN-St. Silber,4004005504811,9400366,AUTO,1,,,,,,,,,,
Adapter Bosch für Staubabsaugung Ø 35 mm,Bosch,"3165140001847,2",1806255,"ABSAUGADAPTER FUER PST550,650,850,52,53",3165140001847,1806255,AUTO,0,,,,,,,,,,
Adapter Eheim komplett 2222/24,EHEIM,4011708743164,2660900,Eheim Adapter 2222 / 2232,4011708743164,2660900,AUTO,1,,,,,,,,,,
Adapter F-Buchse/IEC-Buchse silber Schwaiger UEST9320531,,4004005222302,9400367,F-Adapter F-Bu../Koax.Bu.,4004005222302,9400367,AUTO,1,,,,,,,,,,
Adapter F-Buchse/IEC-Stecker silber Schwaiger UEST9330531,,4004005222319,9400368,F-Adapter F-Bu./Koax.St.,4004005222319,9400368,AUTO,1,,,,,,,,,,
Adapter F-Stecker/IEC-Buchse silber Schwaiger UEST9300531,,4004005505382,9400365,"F-Adapter F-St./DIN.BU 25,0mm",4004005505382,9400365,AUTO,1,,,,,,,,,,
Adapter für Deckenträger Chicago Edelstahl-Optik Ø 20 mm,Gardinia,4003018235552,6370168,Deckenträger AdapterChicago edelstahl,4003018235552,6370168,AUTO,0,,,,,,,,,,
Adapter für Deckenträger Chicago titan Ø 20 mm,Gardinia,4003018235569,6370169,Deckenträger AdapterChicago titan,4003018235569,6370169,AUTO,0,,,,,,,,,,
Adapter für Deckenträger Chicago weiß Ø 20 mm,Gardinia,4003018235453,6350353,Adapter DeckenträgerChicago weiss,4003018235453,6350353,AUTO,1,,,,,,,,,,
Adapter für Spannvitrage titan 2er-Set,Gardinia,4003018203988,6350381,Adapter Spannvitragetitan,4003018203988,6350381,AUTO,1,,,,,,,,,,
Adapter für Spannvitrage weiß 2er-Set,Gardinia,4003018203971,6350382,Adapter Spannvitrage,4003018203971,6350382,AUTO,1,,,,,,,,,,
Adapter sera LED Adapter T5 2 Stück,Sera,4001942310710,2660765,LED Adapter T5 sera,4001942310710,2660765,AUTO,1,,,,,,,,,,
Adapter sera LED Adapter T8 2 Stück,Sera,4001942310727,2660766,Adapter T8 Precision 2 Stück,4001942310727,2660766,AUTO,1,,,,,,,,,,
Adapter-Set für Klemmmontage tesa Insect Stop Comfort Alu braun 3er-Pack,tesa,4042448888846,8400027,Insect Stop Adapterset für Alu-Comfort-Tür,4042448888846,8400027,AUTO,0,,,,,,,,,,
Adapter-Set für Klemmmontage tesa Insect Stop Comfort Alu weiss 3er-Pack,tesa,4042448888839,8400028,Insect Stop Adapterset für Alu-Comfort-Tür,4042448888839,8400028,AUTO,0,,,,,,,,,,
Adapterstücke EHEIM für InstallationsSet 1 und 2,EHEIM,4011708401743,2770483,Adapterstücke Installationsset Kunststoff 2 Stück,4011708401743,2770483,AUTO,1,,,,,,,,,,
"Adapter Wolfcraft 1/4"" , 50 mm",Wolfcraft,"4006885241305,2",1274251,STECKSCHLUESSEL UND ADAPTER 1 ST,4006885241305,1274251,AUTO,0,,,,,,,,,,
"Aderendhülsen 0,75/6, 100 Stück",,"4012092725019,2007001045434,2003867262008",9055740,"Aderendhülsen 0,75mmý, 100 Stück",4008297085102,9055740,VALIDATED,851,,,,,,,,,,
Adventliche Jadiniere mit Trendkerze weiss,,4018613473551,2902198,JARDINIERE M TRENDKEWEISS,4018613473551,2902198,AUTO,1,,,,,,,,,,
Akkit 102 Tiefengrund 1 l,AKKIT,4306517315184,3052390,Tiefengrund 1 kg,4004637211620,3052390,VALIDATED,816,,,,,,,,,,
Akkit 403 Natursteinkleber Weiss flexibel 25 Kg,AKKIT,"4306517131364,2",2350061,Natursteinkleber weiss 25 kg toom,4004637225085,2350061,VALIDATED,749,,,,,,,,,,
Akkit 601 Sanitär Silikon anthrazit 310ml,AKKIT,4306517131586,2360199,Sanitärsilikon 310mlAnthrazit toom,5411183125827,2360199,VALIDATED,815,,,,,,,,,,
Akkit 601 Sanitär Silikon bahamabeige 310ml,AKKIT,4306517131616,2360006,Sanitärsilikon 310mlbahamabeige toom,5411183105560,2360006,VALIDATED,853,,,,,,,,,,
Akkit 601 Sanitär Silikon caramel 310ml,AKKIT,4306517132354,2364582,SanitärSilicon Caramel 300 ml,4006379044948,2364582,VALIDATED,731,,,,,,,,,,
Akkit 601 Sanitär Silikon grau 310ml,AKKIT,4306517131562,2360004,Sanitärsilikon 310mlgrau toom,5411183105546,2360004,VALIDATED,792,,,,,,,,,,
Akkit 601 Sanitär Silikon manhattan 310ml,AKKIT,4306517131609,2360003,Sanitärsilikon 310mlmanhattan toom,5411183105522,2360003,VALIDATED,778,,,,,,,,,,
Akkit 601 Sanitär Silikon mittelbraun 310ml,AKKIT,4306517131630,2360005,Sanitärsilikon 310mlbraun toom,5411183105553,2360005,VALIDATED,767,,,,,,,,,,
Akkit 601 Sanitär Silikon pergamon 310ml,AKKIT,4306517131623,2360008,Sanitärsilikon 310mlpergamon toom,5411183105584,2360008,VALIDATED,815,,,,,,,,,,
Akkit 601 Sanitär Silikon silbergrau 310ml,AKKIT,4306517131593,2360007,Sanitärsilikon 310mlsilbergrau toom,5411183105577,2360007,VALIDATED,837,,,,,,,,,,
Akkit 601 Sanitär Silikon transparent 310ml,AKKIT,4306517131555,2360001,Sanitärsilikon 310mltransparent toom,5411183105515,2360001,VALIDATED,842,,,,,,,,,,
Akkit 601 Sanitär Silikon weiß 310ml,AKKIT,4306517131579,2360002,Sanitärsilikon 310mlweiss toom,5411183105539,2360002,VALIDATED,"0,8",,,,,,,,,,
Akkit 630 Silikonentferner 100ml,AKKIT,4306517131838,2365660,Silikonentferner 100 ml,5411183032422,2365660,VALIDATED,834,,,,,,,,,,
Akkit 641 Kartuschenpresse,AKKIT,"2007001988045,2007005351692,2007005351708,2007002212484,2007003011260,2007004538599",1250869,Kartuschenpresse 230mm b1,4388859076541,1250869,VALIDATED,685,,,,,,,,,,
Akku.Allroundbläser GARDENA AkkuJet Li-18 ohne Akku und Ladegerät,,4078500025508,4100518,Allround-Bläser Akku Jet Li-18,4078500025508,4100518,AUTO,1,,,,,,,,,,
"Akku-Bohrhammer Bosch GBH 18V-20, ohne Akku",Bosch Professional,3165140860208,1501229,Akku-Bohrhammer GBH 18V-20 solo,3165140860208,1501229,AUTO,1,,,,,,,,,,
"Akku-Bohrhammer Bosch GBH 18 V-Li Compact, ohne Akku",Bosch Professional,3165140600163,1500845,Akku-Bohrhammer Professional GBH 18 V-Li Compact 18 V,3165140600163,1500845,AUTO,1,,,,,,,,,,
"Akku-Bohrhammer Bosch Uneo 10,8 Li-2 (2 Ah) mit 1 Akku",Bosch,3165140808590,1500612,"Akku-Bohrschraubhammer 10,8 LI-2,1 ""Uneo""",3165140808590,1500612,AUTO,0,,,,,,,,,,
"Akku-Bohrhammer Bosch Uneo Maxx 18 Li-2 (2,5 Ah) mit 1 Akku",Bosch,3165140821582,1500629,"Uneo Maxx 1 Akku 2,5Bohrhammer Smart",3165140821582,1500629,AUTO,0,,,,,,,,,,
"Akku-Bohrschrauber Bosch Connectivity GSR 18V-60 C (4,0 Ah) inkl. 2 Akkus und Ladegerät + 25tl. Bitset",Bosch Professional,3165140904063,1501146,Akku-Bohrschrauber GSR 18V-60 C,3165140904063,1501146,AUTO,1,,,,,,,,,,
Akku-Bohrschrauber Bosch Connectivity GSR 18V-60 C ohne Akku und Ladegerät,Bosch Professional,3165140867214,1501226,Akku-Bohrschrauber GSR 18V-60 C solo,3165140867214,1501226,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch Easy Drill 12V Li (1,5Ah)",Bosch,3165140855631,1501011,"Akkuschrauber Easy Drill 12LI,integr.Ak",3165140855631,1501011,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch GSR 12V-15 (2,0 Ah) inkl. 2 Akkus u. 25 tlg. Bitset",Bosch Professional,3165140876261,1500810,Akku-Bohrschrauber Professional GSR 12V-15,3165140876261,1500810,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch GSR 18V-21 (2,0 Ah) inkl. 2 Akkus, 2x 7 tlg. Bohrerset u. 25 tlg. Bitset",Bosch Professional,3165140920452,1501140,Akku-Bohrschrauber GSR 18V-21,3165140920452,1501140,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch GSR 18V-28 (4,0 Ah) inkl. 2 Akkus und 25 tlg. Bitset",Bosch,3165140944441,1501144,Akku-Bohrschrauber GSB 18V-28,3165140944441,1501144,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch GSR 18V-28, ohne Akku",Bosch,3165140940757,1501223,Akku-Bohrschrauber GSR 18V-28 solo,3165140940757,1501223,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch GSR 18V-EC FC2 (4,0 Ah) inkl. 2 Akkus und Ladegerät + verschiedene Aufsätze",Bosch Professional,3165140903448,1501151,Akku-Bohrschrauber GSR 18V-EC FC2,3165140903448,1501151,AUTO,1,,,,,,,,,,
Akku-Bohrschrauber Bosch GSR 18V-EC FC2 ohne Akku und Ladegerät inkl. verschiedener Aufsätze,Bosch Professional,3165140903455,1501228,Akku-Bohrschrauber GSR 18V-EC FC2 solo,3165140903455,1501228,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch GSR 18 V-Li (4,0 Ah) inkl. 2 Akkus u. 25 tlg. Bitset",Bosch Professional,3165140876230,1500812,Akku-Bohrschrauberset Professional GSR 18 V-Li 4 Ah,3165140876230,1500812,VALIDATED,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch PSR 10,8 Li-2 (2 Ah) mit 2 Akku",Bosch,3165140808705,1500737,"Akku-Bohrschrauber PSR 10,8 LI-2 2Akkus",3165140808705,1500737,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch PSR 14,4 Li-2 (2,5 Ah) mit 1 Akku",Bosch,3165140821711,1500608,"PSR 14,4 LI-2 1 Akkuschrauber Smart",3165140821711,1500608,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch PSR 14,4 Li-2 (2,5 Ah) mit 2 Akku",Bosch,3165140821728,1500643,"PSR 14,4 LI2 2 Akku Akkuschrauber Smart",3165140821728,1500643,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch PSR 18 Li-2 (2,5 Ah) mit 1 Akku",Bosch,3165140821544,1500607,PSR 18 LI-2 1 Akku Akkuschrauber Smart,3165140821544,1500607,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber Bosch PSR 18 Li-2 (2,5 Ah) mit 2 Akku",Bosch,3165140821551,1500644,PSR 18 LI2 2 Akku Akkuschrauber Smart,3165140821551,1500644,AUTO,1,,,,,,,,,,
"Akku-Bohrschrauber PA-10,8AS",Pattfield,"2007005799494,2",1490103,AK 10.8 Li B1 Akkuschrauber LI-ION,4250116810239,1490103,VALIDATED,649,,,,,,,,,,
Akku-Exzenterschleifer ohne Akku Bosch Advanced Orbit 18 Li inkl. Schleifblätter,Bosch,3165140874618,1501023,Exzenterschleifer AdvancedOrbit 18 á 125 mm,3165140874618,1501023,AUTO,1,,,,,,,,,,
"Akku-Grasschere BOSCH AGS 10,8 LI",Bosch,3165140560207,4100228,"Akku Grasschere AGS 10,8 LI",3165140560207,4100228,AUTO,0,,,,,,,,,,
"Akku-Grasschere BOSCH AGS 7,2 LI",Bosch,3165140560191,4104463,"Akku-Grasschere AGS 7,2 LI",3165140560191,4104463,AUTO,0,,,,,,,,,,
"Akku-Grasschere BOSCH AGS 7,2 mit Stiel",Bosch,3165140560214,600856001,4104420,"Akku-Grasschere AGS-7,2 LI mit Stiel",3165140560214,4104420,AUTO,0,,,,,,,,,
Akku-Grasschere GARDENA Classic Cut,GARDENA,4078500888509,4150031,Akku-Grasschere Classic Cut,4078500888509,4150031,AUTO,0,,,,,,,,,,
Akku-Grasschere Set GARDENA ClassicCut,GARDENA,4078500889001,2007005745262,4150032,Accu-Grasschere Classic Cut mit Teleskopstiel,4078500889001,4150032,AUTO,0,,,,,,,,,
Akku-Gras/Strauchscheren Set BOSCH ISIO III,Bosch,3165140630627,4050561,"Akku-Strauch- und Grasscheren-Set ""Isio""",3165140630627,4050561,AUTO,0,,,,,,,,,,
Akku-Gras/Strauchschere Set BOSCH ASB 10.8 LI,Bosch,3165140560245,4104419,"Akku Strauch- und Grasscheren-Set ASB 10,8 LI",3165140560245,4104419,AUTO,0,,,,,,,,,,
Akku-Gras/Strauchschere Set GARDENA ComfortCut,GARDENA,4078500889704,4150030,Accu-Gras- und -Strauchschere Comfort Cut,4078500889704,4150030,AUTO,0,,,,,,,,,,
"Akku-Handkreissäge Bosch GKS 12V-26, ohne Akku inkl. Sägeblatt",Bosch Professional,3165140755849,1500837,Akku-Handkreissäge Professional GKS,3165140755849,1500837,AUTO,1,,,,,,,,,,
"Akku-Handkreissäge Bosch GKS 18 V-Li, ohne Akku inkl. Sägeblatt",Bosch Professional,3165140483209,1500843,Akku-Kreissäge GKS 18 V-LI Solo,3165140483209,1500843,AUTO,1,,,,,,,,,,
Akku-Heckenschere BOSCH AHS 35-15 Li,Bosch,3165140849050,4050834,Akku-Heckenschere AHS 35-15 LI,3165140849050,4050834,AUTO,1,,,,,,,,,,
Akku-Heckenschere BOSCH AHS 35-15 LI,Bosch,3165140692892,4100198,Akku-Heckenschere AHS 35-15 LI,3165140692892,4100198,AUTO,0,,,,,,,,,,
Akku-Heckenschere BOSCH AHS 52 LI 2 Ah,BOSCH,3165140772358,4100267,Akku Heckenschere AHS 52 LI,3165140772358,4100267,AUTO,0,,,,,,,,,,
Akku-Heckenschere BOSCH AHS54-20 LI,Bosch,"3165140513883,2",4104309,Akku Heckenschere AHS 54-20 LI,3165140513883,4104309,AUTO,0,,,,,,,,,,
Akku-Heckenschere BOSCH AHS 55-20 Li,Bosch,3165140830409,4050835,Akku-Heckenschere AHS 55-20 LI,3165140830409,4050835,AUTO,1,,,,,,,,,,
Akku-Heckenschere BOSCH EasyHedgeCut 12-35,Bosch,3165140883924,4100542,"Akku-Heckenschere EasyHedgeCut 12-35 2,5 Ah 33 cm",3165140883924,4100542,AUTO,1,,,,,,,,,,
Akku-Heckenschere BOSCH EasyHedgeCut 12-45,Bosch,3165140883887,4100543,Akku-Heckenschere EasyHedgeCut 12-45,3165140883887,4100543,AUTO,1,,,,,,,,,,
Akku-Heckenschere GARDENA ComfortCut Li 18/50 mit Akku und Ladegerät,GARDENA,4078500031172,4051115,Akku-HeckenschereSetComfortCut Li-18/50,4078500031172,4051115,AUTO,1,,,,,,,,,,
Akku-Heckenschere GARDENA ComfortCut Li 18/50 ohne Akku und Ladegerät,GARDENA,4078500031141,4051116,Akku-Heckenschere ComfortCut Li-18/50,4078500031141,4051116,AUTO,1,,,,,,,,,,
Akku-Heckenschere GARDENA ComfortCut Li 18/60 mit Akku und Ladegerät,GARDENA,4078500031165,4051117,Akku-HeckenschereSetComfortCut Li-18/60,4078500031165,4051117,AUTO,1,,,,,,,,,,
Akku-Heckenschere GARDENA ComfortCut Li 18/60 ohne Akku und Ladegerät,GARDENA,4078500031158,4051118,Akku-Heckenschere ComfortCut Li-18/60,4078500031158,4051118,AUTO,1,,,,,,,,,,
Akku-Heckenschere GARDENA EasyCut Li-18/50,GARDENA,4078500002691,4050609,Akku-Heckenschere EasyCut Li-18/50 mit Akku,4078500002691,4050609,AUTO,0,,,,,,,,,,
Akku-Heckenschere GARDENA PowerCut Li 40/60 mit Akku und Ladegerät,GARDENA,4078500031578,4051119,Akku-HeckenschereSetPowerCut Li-40/60,4078500031578,4051119,AUTO,1,,,,,,,,,,
Akku-Heckenschere GARDENA PowerCut Li 40/60 ohne Akku und Ladegerät,GARDENA,4078500031585,4051120,Akku-Heckenschere PowerCut Li-40/60,4078500031585,4051120,AUTO,1,,,,,,,,,,
"Akku-Heckenschere WOLF-Garten HSB 36, ohne Akku und Ladegerät",WOLF-Garten,4009269305648,4100452,Akku-Heckenschere LI-ION POWER HSB 36,4009269305648,4100452,AUTO,1,,,,,,,,,,
Akku-Hochentaster GARDENA TCS li 18/20,GARDENA,4078500886604,4100275,Akku-Hochentaster TCS Li-18/20 2 Ah 20 cm,4078500886604,4100275,AUTO,1,,,,,,,,,,
Akku-Inspektionskamera Bosch GIC 120,Bosch Professional,3165140817905,1500826,Inspektionskamera GIC 120 EU,3165140817905,1500826,AUTO,1,,,,,,,,,,
Akku-Kettensäge BOSCH AKE 30 LI,Bosch,3165140559362,7100019,"Akku-Kettensäge AKE 30 LI 1,5 Ah 30 cm",3165140559362,7100019,AUTO,0,,,,,,,,,,
Akku-Kettensäge McCulloch Li-58CS mit Akku und Ladegerät,McCULLOCH,7391736383707,4101122,Akku-Kettensaege Li-58CS A LG,7391736383707,4101122,AUTO,1,,,,,,,,,,
"Akku-Kreissäge Bosch GKS 18V-57, ohne Akku",Bosch Professional,3165140869324,1501234,Akku-Kreissäge GKS 18V-57 solo,3165140869324,1501234,AUTO,1,,,,,,,,,,
